snmp_mib;snmp_label;snmp_index;snmp_oid;snmp_datatype;keypart;name;units;units_factor;description
BACS2-MIB;bacsModuleBypass;76;1.3.6.1.2.1.33.5.2.5.1.4.76;NonNegativeInteger;mod.76.bypass;Module 76 Bypass;/;1/1000;The module bypass voltage.
BACS2-MIB;bacsModuleBypass;77;1.3.6.1.2.1.33.5.2.5.1.4.77;NonNegativeInteger;mod.77.bypass;Module 77 Bypass;/;1/1000;The module bypass voltage.
BACS2-MIB;bacsModuleBypass;78;1.3.6.1.2.1.33.5.2.5.1.4.78;NonNegativeInteger;mod.78.bypass;Module 78 Bypass;/;1/1000;The module bypass voltage.
BACS2-MIB;bacsModuleBypass;79;1.3.6.1.2.1.33.5.2.5.1.4.79;NonNegativeInteger;mod.79.bypass;Module 79 Bypass;/;1/1000;The module bypass voltage.
BACS2-MIB;bacsModuleBypass;80;1.3.6.1.2.1.33.5.2.5.1.4.80;NonNegativeInteger;mod.80.bypass;Module 80 Bypass;/;1/1000;The module bypass voltage.
BACS2-MIB;bacsModuleBypass;81;1.3.6.1.2.1.33.5.2.5.1.4.81;NonNegativeInteger;mod.81.bypass;Module 81 Bypass;/;1/1000;The module bypass voltage.
BACS2-MIB;bacsModuleBypass;82;1.3.6.1.2.1.33.5.2.5.1.4.82;NonNegativeInteger;mod.82.bypass;Module 82 Bypass;/;1/1000;The module bypass voltage.
BACS2-MIB;bacsModuleBypass;83;1.3.6.1.2.1.33.5.2.5.1.4.83;NonNegativeInteger;mod.83.bypass;Module 83 Bypass;/;1/1000;The module bypass voltage.
BACS2-MIB;bacsModuleBypass;84;1.3.6.1.2.1.33.5.2.5.1.4.84;NonNegativeInteger;mod.84.bypass;Module 84 Bypass;/;1/1000;The module bypass voltage.
BACS2-MIB;bacsModuleBypass;85;1.3.6.1.2.1.33.5.2.5.1.4.85;NonNegativeInteger;mod.85.bypass;Module 85 Bypass;/;1/1000;The module bypass voltage.
BACS2-MIB;bacsModuleBypass;86;1.3.6.1.2.1.33.5.2.5.1.4.86;NonNegativeInteger;mod.86.bypass;Module 86 Bypass;/;1/1000;The module bypass voltage.
BACS2-MIB;bacsModuleBypass;87;1.3.6.1.2.1.33.5.2.5.1.4.87;NonNegativeInteger;mod.87.bypass;Module 87 Bypass;/;1/1000;The module bypass voltage.
BACS2-MIB;bacsModuleBypass;88;1.3.6.1.2.1.33.5.2.5.1.4.88;NonNegativeInteger;mod.88.bypass;Module 88 Bypass;/;1/1000;The module bypass voltage.
BACS2-MIB;bacsModuleBypass;89;1.3.6.1.2.1.33.5.2.5.1.4.89;NonNegativeInteger;mod.89.bypass;Module 89 Bypass;/;1/1000;The module bypass voltage.
BACS2-MIB;bacsModuleBypass;90;1.3.6.1.2.1.33.5.2.5.1.4.90;NonNegativeInteger;mod.90.bypass;Module 90 Bypass;/;1/1000;The module bypass voltage.
BACS2-MIB;bacsModuleBypass;91;1.3.6.1.2.1.33.5.2.5.1.4.91;NonNegativeInteger;mod.91.bypass;Module 91 Bypass;/;1/1000;The module bypass voltage.
BACS2-MIB;bacsModuleBypass;92;1.3.6.1.2.1.33.5.2.5.1.4.92;NonNegativeInteger;mod.92.bypass;Module 92 Bypass;/;1/1000;The module bypass voltage.
BACS2-MIB;bacsModuleBypass;93;1.3.6.1.2.1.33.5.2.5.1.4.93;NonNegativeInteger;mod.93.bypass;Module 93 Bypass;/;1/1000;The module bypass voltage.
BACS2-MIB;bacsModuleBypass;94;1.3.6.1.2.1.33.5.2.5.1.4.94;NonNegativeInteger;mod.94.bypass;Module 94 Bypass;/;1/1000;The module bypass voltage.
BACS2-MIB;bacsModuleBypass;95;1.3.6.1.2.1.33.5.2.5.1.4.95;NonNegativeInteger;mod.95.bypass;Module 95 Bypass;/;1/1000;The module bypass voltage.
BACS2-MIB;bacsModuleBypass;96;1.3.6.1.2.1.33.5.2.5.1.4.96;NonNegativeInteger;mod.96.bypass;Module 96 Bypass;/;1/1000;The module bypass voltage.
BACS2-MIB;bacsModuleBypass;97;1.3.6.1.2.1.33.5.2.5.1.4.97;NonNegativeInteger;mod.97.bypass;Module 97 Bypass;/;1/1000;The module bypass voltage.
BACS2-MIB;bacsModuleBypass;98;1.3.6.1.2.1.33.5.2.5.1.4.98;NonNegativeInteger;mod.98.bypass;Module 98 Bypass;/;1/1000;The module bypass voltage.
BACS2-MIB;bacsModuleBypass;99;1.3.6.1.2.1.33.5.2.5.1.4.99;NonNegativeInteger;mod.99.bypass;Module 99 Bypass;/;1/1000;The module bypass voltage.
BACS2-MIB;bacsModuleResistance;0;1.3.6.1.2.1.33.5.2.5.1.5.0;NonNegativeInteger;mod.0.imp;Module 0 Impedance;Ohm;1/100000;The module impedance.
BACS2-MIB;bacsModuleResistance;1;1.3.6.1.2.1.33.5.2.5.1.5.1;NonNegativeInteger;mod.1.imp;Module 1 Impedance;Ohm;1/100000;The module impedance.
BACS2-MIB;bacsModuleResistance;2;1.3.6.1.2.1.33.5.2.5.1.5.2;NonNegativeInteger;mod.2.imp;Module 2 Impedance;Ohm;1/100000;The module impedance.
BACS2-MIB;bacsModuleResistance;3;1.3.6.1.2.1.33.5.2.5.1.5.3;NonNegativeInteger;mod.3.imp;Module 3 Impedance;Ohm;1/100000;The module impedance.
BACS2-MIB;bacsModuleResistance;4;1.3.6.1.2.1.33.5.2.5.1.5.4;NonNegativeInteger;mod.4.imp;Module 4 Impedance;Ohm;1/100000;The module impedance.
BACS2-MIB;bacsModuleResistance;5;1.3.6.1.2.1.33.5.2.5.1.5.5;NonNegativeInteger;mod.5.imp;Module 5 Impedance;Ohm;1/100000;The module impedance.
BACS2-MIB;bacsModuleResistance;6;1.3.6.1.2.1.33.5.2.5.1.5.6;NonNegativeInteger;mod.6.imp;Module 6 Impedance;Ohm;1/100000;The module impedance.
BACS2-MIB;bacsModuleResistance;7;1.3.6.1.2.1.33.5.2.5.1.5.7;NonNegativeInteger;mod.7.imp;Module 7 Impedance;Ohm;1/100000;The module impedance.
BACS2-MIB;bacsModuleResistance;8;1.3.6.1.2.1.33.5.2.5.1.5.8;NonNegativeInteger;mod.8.imp;Module 8 Impedance;Ohm;1/100000;The module impedance.
BACS2-MIB;bacsModuleResistance;9;1.3.6.1.2.1.33.5.2.5.1.5.9;NonNegativeInteger;mod.9.imp;Module 9 Impedance;Ohm;1/100000;The module impedance.
BACS2-MIB;bacsModuleResistance;10;1.3.6.1.2.1.33.5.2.5.1.5.10;NonNegativeInteger;mod.10.imp;Module 10 Impedance;Ohm;1/100000;The module impedance.
BACS2-MIB;bacsModuleResistance;11;1.3.6.1.2.1.33.5.2.5.1.5.11;NonNegativeInteger;mod.11.imp;Module 11 Impedance;Ohm;1/100000;The module impedance.
BACS2-MIB;bacsModuleResistance;12;1.3.6.1.2.1.33.5.2.5.1.5.12;NonNegativeInteger;mod.12.imp;Module 12 Impedance;Ohm;1/100000;The module impedance.
BACS2-MIB;bacsModuleResistance;13;1.3.6.1.2.1.33.5.2.5.1.5.13;NonNegativeInteger;mod.13.imp;Module 13 Impedance;Ohm;1/100000;The module impedance.
BACS2-MIB;bacsModuleResistance;14;1.3.6.1.2.1.33.5.2.5.1.5.14;NonNegativeInteger;mod.14.imp;Module 14 Impedance;Ohm;1/100000;The module impedance.
BACS2-MIB;bacsModuleResistance;15;1.3.6.1.2.1.33.5.2.5.1.5.15;NonNegativeInteger;mod.15.imp;Module 15 Impedance;Ohm;1/100000;The module impedance.
BACS2-MIB;bacsModuleResistance;16;1.3.6.1.2.1.33.5.2.5.1.5.16;NonNegativeInteger;mod.16.imp;Module 16 Impedance;Ohm;1/100000;The module impedance.
BACS2-MIB;bacsModuleResistance;17;1.3.6.1.2.1.33.5.2.5.1.5.17;NonNegativeInteger;mod.17.imp;Module 17 Impedance;Ohm;1/100000;The module impedance.
BACS2-MIB;bacsModuleResistance;18;1.3.6.1.2.1.33.5.2.5.1.5.18;NonNegativeInteger;mod.18.imp;Module 18 Impedance;Ohm;1/100000;The module impedance.
BACS2-MIB;bacsModuleResistance;19;1.3.6.1.2.1.33.5.2.5.1.5.19;NonNegativeInteger;mod.19.imp;Module 19 Impedance;Ohm;1/100000;The module impedance.
BACS2-MIB;bacsModuleResistance;20;1.3.6.1.2.1.33.5.2.5.1.5.20;NonNegativeInteger;mod.20.imp;Module 20 Impedance;Ohm;1/100000;The module impedance.
BACS2-MIB;bacsModuleResistance;21;1.3.6.1.2.1.33.5.2.5.1.5.21;NonNegativeInteger;mod.21.imp;Module 21 Impedance;Ohm;1/100000;The module impedance.
BACS2-MIB;bacsModuleResistance;22;1.3.6.1.2.1.33.5.2.5.1.5.22;NonNegativeInteger;mod.22.imp;Module 22 Impedance;Ohm;1/100000;The module impedance.
BACS2-MIB;bacsModuleResistance;23;1.3.6.1.2.1.33.5.2.5.1.5.23;NonNegativeInteger;mod.23.imp;Module 23 Impedance;Ohm;1/100000;The module impedance.
BACS2-MIB;bacsModuleResistance;24;1.3.6.1.2.1.33.5.2.5.1.5.24;NonNegativeInteger;mod.24.imp;Module 24 Impedance;Ohm;1/100000;The module impedance.
BACS2-MIB;bacsModuleResistance;25;1.3.6.1.2.1.33.5.2.5.1.5.25;NonNegativeInteger;mod.25.imp;Module 25 Impedance;Ohm;1/100000;The module impedance.
BACS2-MIB;bacsModuleResistance;26;1.3.6.1.2.1.33.5.2.5.1.5.26;NonNegativeInteger;mod.26.imp;Module 26 Impedance;Ohm;1/100000;The module impedance.
BACS2-MIB;bacsModuleResistance;27;1.3.6.1.2.1.33.5.2.5.1.5.27;NonNegativeInteger;mod.27.imp;Module 27 Impedance;Ohm;1/100000;The module impedance.
BACS2-MIB;bacsModuleResistance;28;1.3.6.1.2.1.33.5.2.5.1.5.28;NonNegativeInteger;mod.28.imp;Module 28 Impedance;Ohm;1/100000;The module impedance.
BACS2-MIB;bacsModuleResistance;29;1.3.6.1.2.1.33.5.2.5.1.5.29;NonNegativeInteger;mod.29.imp;Module 29 Impedance;Ohm;1/100000;The module impedance.
BACS2-MIB;bacsModuleResistance;30;1.3.6.1.2.1.33.5.2.5.1.5.30;NonNegativeInteger;mod.30.imp;Module 30 Impedance;Ohm;1/100000;The module impedance.
BACS2-MIB;bacsModuleResistance;31;1.3.6.1.2.1.33.5.2.5.1.5.31;NonNegativeInteger;mod.31.imp;Module 31 Impedance;Ohm;1/100000;The module impedance.
BACS2-MIB;bacsModuleResistance;32;1.3.6.1.2.1.33.5.2.5.1.5.32;NonNegativeInteger;mod.32.imp;Module 32 Impedance;Ohm;1/100000;The module impedance.
BACS2-MIB;bacsModuleResistance;33;1.3.6.1.2.1.33.5.2.5.1.5.33;NonNegativeInteger;mod.33.imp;Module 33 Impedance;Ohm;1/100000;The module impedance.
BACS2-MIB;bacsModuleResistance;34;1.3.6.1.2.1.33.5.2.5.1.5.34;NonNegativeInteger;mod.34.imp;Module 34 Impedance;Ohm;1/100000;The module impedance.
BACS2-MIB;bacsModuleResistance;35;1.3.6.1.2.1.33.5.2.5.1.5.35;NonNegativeInteger;mod.35.imp;Module 35 Impedance;Ohm;1/100000;The module impedance.
BACS2-MIB;bacsModuleResistance;36;1.3.6.1.2.1.33.5.2.5.1.5.36;NonNegativeInteger;mod.36.imp;Module 36 Impedance;Ohm;1/100000;The module impedance.
BACS2-MIB;bacsModuleResistance;37;1.3.6.1.2.1.33.5.2.5.1.5.37;NonNegativeInteger;mod.37.imp;Module 37 Impedance;Ohm;1/100000;The module impedance.
BACS2-MIB;bacsModuleResistance;38;1.3.6.1.2.1.33.5.2.5.1.5.38;NonNegativeInteger;mod.38.imp;Module 38 Impedance;Ohm;1/100000;The module impedance.
BACS2-MIB;bacsModuleResistance;39;1.3.6.1.2.1.33.5.2.5.1.5.39;NonNegativeInteger;mod.39.imp;Module 39 Impedance;Ohm;1/100000;The module impedance.
BACS2-MIB;bacsModuleResistance;40;1.3.6.1.2.1.33.5.2.5.1.5.40;NonNegativeInteger;mod.40.imp;Module 40 Impedance;Ohm;1/100000;The module impedance.
BACS2-MIB;bacsModuleResistance;41;1.3.6.1.2.1.33.5.2.5.1.5.41;NonNegativeInteger;mod.41.imp;Module 41 Impedance;Ohm;1/100000;The module impedance.
BACS2-MIB;bacsModuleResistance;42;1.3.6.1.2.1.33.5.2.5.1.5.42;NonNegativeInteger;mod.42.imp;Module 42 Impedance;Ohm;1/100000;The module impedance.
BACS2-MIB;bacsModuleResistance;43;1.3.6.1.2.1.33.5.2.5.1.5.43;NonNegativeInteger;mod.43.imp;Module 43 Impedance;Ohm;1/100000;The module impedance.
BACS2-MIB;bacsModuleResistance;44;1.3.6.1.2.1.33.5.2.5.1.5.44;NonNegativeInteger;mod.44.imp;Module 44 Impedance;Ohm;1/100000;The module impedance.
BACS2-MIB;bacsModuleResistance;45;1.3.6.1.2.1.33.5.2.5.1.5.45;NonNegativeInteger;mod.45.imp;Module 45 Impedance;Ohm;1/100000;The module impedance.
BACS2-MIB;bacsModuleResistance;46;1.3.6.1.2.1.33.5.2.5.1.5.46;NonNegativeInteger;mod.46.imp;Module 46 Impedance;Ohm;1/100000;The module impedance.
BACS2-MIB;bacsModuleResistance;47;1.3.6.1.2.1.33.5.2.5.1.5.47;NonNegativeInteger;mod.47.imp;Module 47 Impedance;Ohm;1/100000;The module impedance.
BACS2-MIB;bacsModuleResistance;48;1.3.6.1.2.1.33.5.2.5.1.5.48;NonNegativeInteger;mod.48.imp;Module 48 Impedance;Ohm;1/100000;The module impedance.
BACS2-MIB;bacsModuleResistance;49;1.3.6.1.2.1.33.5.2.5.1.5.49;NonNegativeInteger;mod.49.imp;Module 49 Impedance;Ohm;1/100000;The module impedance.
BACS2-MIB;bacsModuleResistance;50;1.3.6.1.2.1.33.5.2.5.1.5.50;NonNegativeInteger;mod.50.imp;Module 50 Impedance;Ohm;1/100000;The module impedance.
BACS2-MIB;bacsModuleResistance;51;1.3.6.1.2.1.33.5.2.5.1.5.51;NonNegativeInteger;mod.51.imp;Module 51 Impedance;Ohm;1/100000;The module impedance.
BACS2-MIB;bacsModuleResistance;52;1.3.6.1.2.1.33.5.2.5.1.5.52;NonNegativeInteger;mod.52.imp;Module 52 Impedance;Ohm;1/100000;The module impedance.
BACS2-MIB;bacsModuleResistance;53;1.3.6.1.2.1.33.5.2.5.1.5.53;NonNegativeInteger;mod.53.imp;Module 53 Impedance;Ohm;1/100000;The module impedance.
BACS2-MIB;bacsModuleResistance;54;1.3.6.1.2.1.33.5.2.5.1.5.54;NonNegativeInteger;mod.54.imp;Module 54 Impedance;Ohm;1/100000;The module impedance.
BACS2-MIB;bacsModuleResistance;55;1.3.6.1.2.1.33.5.2.5.1.5.55;NonNegativeInteger;mod.55.imp;Module 55 Impedance;Ohm;1/100000;The module impedance.
BACS2-MIB;bacsModuleResistance;56;1.3.6.1.2.1.33.5.2.5.1.5.56;NonNegativeInteger;mod.56.imp;Module 56 Impedance;Ohm;1/100000;The module impedance.
BACS2-MIB;bacsModuleResistance;57;1.3.6.1.2.1.33.5.2.5.1.5.57;NonNegativeInteger;mod.57.imp;Module 57 Impedance;Ohm;1/100000;The module impedance.
BACS2-MIB;bacsModuleResistance;58;1.3.6.1.2.1.33.5.2.5.1.5.58;NonNegativeInteger;mod.58.imp;Module 58 Impedance;Ohm;1/100000;The module impedance.
BACS2-MIB;bacsModuleResistance;59;1.3.6.1.2.1.33.5.2.5.1.5.59;NonNegativeInteger;mod.59.imp;Module 59 Impedance;Ohm;1/100000;The module impedance.
BACS2-MIB;bacsModuleResistance;60;1.3.6.1.2.1.33.5.2.5.1.5.60;NonNegativeInteger;mod.60.imp;Module 60 Impedance;Ohm;1/100000;The module impedance.
BACS2-MIB;bacsModuleResistance;61;1.3.6.1.2.1.33.5.2.5.1.5.61;NonNegativeInteger;mod.61.imp;Module 61 Impedance;Ohm;1/100000;The module impedance.
BACS2-MIB;bacsModuleResistance;62;1.3.6.1.2.1.33.5.2.5.1.5.62;NonNegativeInteger;mod.62.imp;Module 62 Impedance;Ohm;1/100000;The module impedance.
BACS2-MIB;bacsModuleResistance;63;1.3.6.1.2.1.33.5.2.5.1.5.63;NonNegativeInteger;mod.63.imp;Module 63 Impedance;Ohm;1/100000;The module impedance.
BACS2-MIB;bacsModuleResistance;64;1.3.6.1.2.1.33.5.2.5.1.5.64;NonNegativeInteger;mod.64.imp;Module 64 Impedance;Ohm;1/100000;The module impedance.
BACS2-MIB;bacsModuleResistance;65;1.3.6.1.2.1.33.5.2.5.1.5.65;NonNegativeInteger;mod.65.imp;Module 65 Impedance;Ohm;1/100000;The module impedance.
BACS2-MIB;bacsModuleResistance;66;1.3.6.1.2.1.33.5.2.5.1.5.66;NonNegativeInteger;mod.66.imp;Module 66 Impedance;Ohm;1/100000;The module impedance.
BACS2-MIB;bacsModuleResistance;67;1.3.6.1.2.1.33.5.2.5.1.5.67;NonNegativeInteger;mod.67.imp;Module 67 Impedance;Ohm;1/100000;The module impedance.
BACS2-MIB;bacsModuleResistance;68;1.3.6.1.2.1.33.5.2.5.1.5.68;NonNegativeInteger;mod.68.imp;Module 68 Impedance;Ohm;1/100000;The module impedance.
BACS2-MIB;bacsModuleResistance;69;1.3.6.1.2.1.33.5.2.5.1.5.69;NonNegativeInteger;mod.69.imp;Module 69 Impedance;Ohm;1/100000;The module impedance.
BACS2-MIB;bacsModuleResistance;70;1.3.6.1.2.1.33.5.2.5.1.5.70;NonNegativeInteger;mod.70.imp;Module 70 Impedance;Ohm;1/100000;The module impedance.
BACS2-MIB;bacsModuleResistance;71;1.3.6.1.2.1.33.5.2.5.1.5.71;NonNegativeInteger;mod.71.imp;Module 71 Impedance;Ohm;1/100000;The module impedance.
BACS2-MIB;bacsModuleResistance;72;1.3.6.1.2.1.33.5.2.5.1.5.72;NonNegativeInteger;mod.72.imp;Module 72 Impedance;Ohm;1/100000;The module impedance.
BACS2-MIB;bacsModuleResistance;73;1.3.6.1.2.1.33.5.2.5.1.5.73;NonNegativeInteger;mod.73.imp;Module 73 Impedance;Ohm;1/100000;The module impedance.
BACS2-MIB;bacsModuleResistance;74;1.3.6.1.2.1.33.5.2.5.1.5.74;NonNegativeInteger;mod.74.imp;Module 74 Impedance;Ohm;1/100000;The module impedance.
BACS2-MIB;bacsModuleResistance;75;1.3.6.1.2.1.33.5.2.5.1.5.75;NonNegativeInteger;mod.75.imp;Module 75 Impedance;Ohm;1/100000;The module impedance.
BACS2-MIB;bacsModuleResistance;76;1.3.6.1.2.1.33.5.2.5.1.5.76;NonNegativeInteger;mod.76.imp;Module 76 Impedance;Ohm;1/100000;The module impedance.
BACS2-MIB;bacsModuleResistance;77;1.3.6.1.2.1.33.5.2.5.1.5.77;NonNegativeInteger;mod.77.imp;Module 77 Impedance;Ohm;1/100000;The module impedance.
BACS2-MIB;bacsModuleResistance;78;1.3.6.1.2.1.33.5.2.5.1.5.78;NonNegativeInteger;mod.78.imp;Module 78 Impedance;Ohm;1/100000;The module impedance.
BACS2-MIB;bacsModuleResistance;79;1.3.6.1.2.1.33.5.2.5.1.5.79;NonNegativeInteger;mod.79.imp;Module 79 Impedance;Ohm;1/100000;The module impedance.
BACS2-MIB;bacsModuleResistance;80;1.3.6.1.2.1.33.5.2.5.1.5.80;NonNegativeInteger;mod.80.imp;Module 80 Impedance;Ohm;1/100000;The module impedance.
BACS2-MIB;bacsModuleResistance;81;1.3.6.1.2.1.33.5.2.5.1.5.81;NonNegativeInteger;mod.81.imp;Module 81 Impedance;Ohm;1/100000;The module impedance.
BACS2-MIB;bacsModuleResistance;82;1.3.6.1.2.1.33.5.2.5.1.5.82;NonNegativeInteger;mod.82.imp;Module 82 Impedance;Ohm;1/100000;The module impedance.
BACS2-MIB;bacsModuleResistance;83;1.3.6.1.2.1.33.5.2.5.1.5.83;NonNegativeInteger;mod.83.imp;Module 83 Impedance;Ohm;1/100000;The module impedance.
BACS2-MIB;bacsModuleResistance;84;1.3.6.1.2.1.33.5.2.5.1.5.84;NonNegativeInteger;mod.84.imp;Module 84 Impedance;Ohm;1/100000;The module impedance.
BACS2-MIB;bacsModuleResistance;85;1.3.6.1.2.1.33.5.2.5.1.5.85;NonNegativeInteger;mod.85.imp;Module 85 Impedance;Ohm;1/100000;The module impedance.
BACS2-MIB;bacsModuleResistance;86;1.3.6.1.2.1.33.5.2.5.1.5.86;NonNegativeInteger;mod.86.imp;Module 86 Impedance;Ohm;1/100000;The module impedance.
BACS2-MIB;bacsModuleResistance;87;1.3.6.1.2.1.33.5.2.5.1.5.87;NonNegativeInteger;mod.87.imp;Module 87 Impedance;Ohm;1/100000;The module impedance.
BACS2-MIB;bacsModuleResistance;88;1.3.6.1.2.1.33.5.2.5.1.5.88;NonNegativeInteger;mod.88.imp;Module 88 Impedance;Ohm;1/100000;The module impedance.
BACS2-MIB;bacsModuleResistance;89;1.3.6.1.2.1.33.5.2.5.1.5.89;NonNegativeInteger;mod.89.imp;Module 89 Impedance;Ohm;1/100000;The module impedance.
BACS2-MIB;bacsModuleResistance;90;1.3.6.1.2.1.33.5.2.5.1.5.90;NonNegativeInteger;mod.90.imp;Module 90 Impedance;Ohm;1/100000;The module impedance.
BACS2-MIB;bacsModuleResistance;91;1.3.6.1.2.1.33.5.2.5.1.5.91;NonNegativeInteger;mod.91.imp;Module 91 Impedance;Ohm;1/100000;The module impedance.
BACS2-MIB;bacsModuleResistance;92;1.3.6.1.2.1.33.5.2.5.1.5.92;NonNegativeInteger;mod.92.imp;Module 92 Impedance;Ohm;1/100000;The module impedance.
BACS2-MIB;bacsModuleResistance;93;1.3.6.1.2.1.33.5.2.5.1.5.93;NonNegativeInteger;mod.93.imp;Module 93 Impedance;Ohm;1/100000;The module impedance.
BACS2-MIB;bacsModuleResistance;94;1.3.6.1.2.1.33.5.2.5.1.5.94;NonNegativeInteger;mod.94.imp;Module 94 Impedance;Ohm;1/100000;The module impedance.
BACS2-MIB;bacsModuleResistance;95;1.3.6.1.2.1.33.5.2.5.1.5.95;NonNegativeInteger;mod.95.imp;Module 95 Impedance;Ohm;1/100000;The module impedance.
BACS2-MIB;bacsModuleResistance;96;1.3.6.1.2.1.33.5.2.5.1.5.96;NonNegativeInteger;mod.96.imp;Module 96 Impedance;Ohm;1/100000;The module impedance.
BACS2-MIB;bacsModuleResistance;97;1.3.6.1.2.1.33.5.2.5.1.5.97;NonNegativeInteger;mod.97.imp;Module 97 Impedance;Ohm;1/100000;The module impedance.
BACS2-MIB;bacsModuleResistance;98;1.3.6.1.2.1.33.5.2.5.1.5.98;NonNegativeInteger;mod.98.imp;Module 98 Impedance;Ohm;1/100000;The module impedance.
BACS2-MIB;bacsModuleResistance;99;1.3.6.1.2.1.33.5.2.5.1.5.99;NonNegativeInteger;mod.99.imp;Module 99 Impedance;Ohm;1/100000;The module impedance.
BACS2-MIB;bacsModuleState;0;1.3.6.1.2.1.33.5.2.5.1.6.0;NonNegativeInteger;mod.0.state;Module 0 state;;;The module alarm flags(0x0=No Alarm, 0x1=General Alarm, 0x2=System Failure, 0x4=Voltage High Alarm, 0x8=Voltage Low Alarm, 0x10=Temperature High Alarm, 0x20=Temperature Low Alarm, 0x40=Resistor High Alarm, 0x80=Resistor Low Alarm, 0x100=Equalizing Error Alarm, 0x200=Voltage High Warning, 0x400=Voltage Low Warning, 0x800=Temperature High Warning, 0x1000=Temperature Low Warning, 0x2000=Resistor High Warning, 0x4000=Resistor Low Warning, 0x8000=Incompatible Module Rev).
BACS2-MIB;bacsModuleState;1;1.3.6.1.2.1.33.5.2.5.1.6.1;NonNegativeInteger;mod.1.state;Module 1 state;;;The module alarm flags(0x0=No Alarm, 0x1=General Alarm, 0x2=System Failure, 0x4=Voltage High Alarm, 0x8=Voltage Low Alarm, 0x10=Temperature High Alarm, 0x20=Temperature Low Alarm, 0x40=Resistor High Alarm, 0x80=Resistor Low Alarm, 0x100=Equalizing Error Alarm, 0x200=Voltage High Warning, 0x400=Voltage Low Warning, 0x800=Temperature High Warning, 0x1000=Temperature Low Warning, 0x2000=Resistor High Warning, 0x4000=Resistor Low Warning, 0x8000=Incompatible Module Rev).
BACS2-MIB;bacsModuleState;2;1.3.6.1.2.1.33.5.2.5.1.6.2;NonNegativeInteger;mod.2.state;Module 2 state;;;The module alarm flags(0x0=No Alarm, 0x1=General Alarm, 0x2=System Failure, 0x4=Voltage High Alarm, 0x8=Voltage Low Alarm, 0x10=Temperature High Alarm, 0x20=Temperature Low Alarm, 0x40=Resistor High Alarm, 0x80=Resistor Low Alarm, 0x100=Equalizing Error Alarm, 0x200=Voltage High Warning, 0x400=Voltage Low Warning, 0x800=Temperature High Warning, 0x1000=Temperature Low Warning, 0x2000=Resistor High Warning, 0x4000=Resistor Low Warning, 0x8000=Incompatible Module Rev).
BACS2-MIB;bacsModuleState;3;1.3.6.1.2.1.33.5.2.5.1.6.3;NonNegativeInteger;mod.3.state;Module 3 state;;;The module alarm flags(0x0=No Alarm, 0x1=General Alarm, 0x2=System Failure, 0x4=Voltage High Alarm, 0x8=Voltage Low Alarm, 0x10=Temperature High Alarm, 0x20=Temperature Low Alarm, 0x40=Resistor High Alarm, 0x80=Resistor Low Alarm, 0x100=Equalizing Error Alarm, 0x200=Voltage High Warning, 0x400=Voltage Low Warning, 0x800=Temperature High Warning, 0x1000=Temperature Low Warning, 0x2000=Resistor High Warning, 0x4000=Resistor Low Warning, 0x8000=Incompatible Module Rev).
BACS2-MIB;bacsModuleState;4;1.3.6.1.2.1.33.5.2.5.1.6.4;NonNegativeInteger;mod.4.state;Module 4 state;;;The module alarm flags(0x0=No Alarm, 0x1=General Alarm, 0x2=System Failure, 0x4=Voltage High Alarm, 0x8=Voltage Low Alarm, 0x10=Temperature High Alarm, 0x20=Temperature Low Alarm, 0x40=Resistor High Alarm, 0x80=Resistor Low Alarm, 0x100=Equalizing Error Alarm, 0x200=Voltage High Warning, 0x400=Voltage Low Warning, 0x800=Temperature High Warning, 0x1000=Temperature Low Warning, 0x2000=Resistor High Warning, 0x4000=Resistor Low Warning, 0x8000=Incompatible Module Rev).
BACS2-MIB;bacsModuleState;5;1.3.6.1.2.1.33.5.2.5.1.6.5;NonNegativeInteger;mod.5.state;Module 5 state;;;The module alarm flags(0x0=No Alarm, 0x1=General Alarm, 0x2=System Failure, 0x4=Voltage High Alarm, 0x8=Voltage Low Alarm, 0x10=Temperature High Alarm, 0x20=Temperature Low Alarm, 0x40=Resistor High Alarm, 0x80=Resistor Low Alarm, 0x100=Equalizing Error Alarm, 0x200=Voltage High Warning, 0x400=Voltage Low Warning, 0x800=Temperature High Warning, 0x1000=Temperature Low Warning, 0x2000=Resistor High Warning, 0x4000=Resistor Low Warning, 0x8000=Incompatible Module Rev).
BACS2-MIB;bacsModuleState;6;1.3.6.1.2.1.33.5.2.5.1.6.6;NonNegativeInteger;mod.6.state;Module 6 state;;;The module alarm flags(0x0=No Alarm, 0x1=General Alarm, 0x2=System Failure, 0x4=Voltage High Alarm, 0x8=Voltage Low Alarm, 0x10=Temperature High Alarm, 0x20=Temperature Low Alarm, 0x40=Resistor High Alarm, 0x80=Resistor Low Alarm, 0x100=Equalizing Error Alarm, 0x200=Voltage High Warning, 0x400=Voltage Low Warning, 0x800=Temperature High Warning, 0x1000=Temperature Low Warning, 0x2000=Resistor High Warning, 0x4000=Resistor Low Warning, 0x8000=Incompatible Module Rev).
